ID,Business_Sourced
FIN1009528,0.7301955183448325
FIN1009529,0.8133455324019386
FIN1009530,0.6182838322999185
FIN1009531,0.7595670099459317
FIN1009532,0.6041978703436512
FIN1009533,0.606766506019529
FIN1009534,0.6120008119839625
FIN1009535,0.7439316194204691
FIN1009536,0.7801102442623495
FIN1009537,0.6142998048846324
FIN1009538,0.7040674697072851
FIN1009539,0.6160820883358351
FIN1009540,0.662346098302175
FIN1009541,0.8591763831295486
FIN1009542,0.6700619324077663
FIN1009543,0.7430655532000474
FIN1009544,0.8470137889812744
FIN1009545,0.6391975161466806
FIN1009546,0.7474031593426785
FIN1009547,0.723582930989332
FIN1009548,0.7602554075970978
FIN1009549,0.7407824630909406
FIN1009550,0.6933319758331202
FIN1009551,0.8722128216893482
FIN1009552,0.7451094023307063
FIN1009553,0.8484328794029098
FIN1009554,0.8460933324233982
FIN1009555,0.709384005948266
FIN1009556,0.8427057400919358
FIN1009557,0.6038362185996541
FIN1009558,0.6571724405229257
FIN1009559,0.6420026597034039
FIN1009560,0.6492605055409602
FIN1009561,0.6182036878790836
FIN1009562,0.7751966080852986
FIN1009563,0.7981596827065116
FIN1009564,0.7802610696054167
FIN1009565,0.7548848283406093
FIN1009566,0.7350883991470989
FIN1009567,0.8921134308802826
FIN1009568,0.7484162978928218
FIN1009569,0.7412230726991469
FIN1009570,0.8022279080348682
FIN1009571,0.6047661068353858
FIN1009572,0.7032370137754357
FIN1009573,0.7303442548644958
FIN1009574,0.7739584049736487
FIN1009575,0.6238326025149171
FIN1009576,0.6236688562518227
FIN1009577,0.6221069497259216
FIN1009578,0.6246061974807938
FIN1009579,0.615396440534934
FIN1009580,0.2883663314724319
FIN1009581,0.7485065704714718
FIN1009582,0.6207122915513577
FIN1009583,0.6277034976325852
FIN1009584,0.6430496698819649
FIN1009585,0.7112620031765716
FIN1009586,0.6031509233290613
FIN1009587,0.6065294380884138
FIN1009588,0.7551973797617566
FIN1009589,0.6844660925538129
FIN1009590,0.6210022181409778
FIN1009591,0.7313569647300938
FIN1009592,0.8185898375884647
FIN1009593,0.7542201140955354
FIN1009594,0.7629920614087151
FIN1009595,0.7672926621436247
FIN1009596,0.6685726964501816
FIN1009597,0.663383876204968
FIN1009598,0.7593966371406041
FIN1009599,0.5633846503958353
FIN1009600,0.779917278530901
FIN1009601,0.7472252787523112
FIN1009602,0.7109143506366028
FIN1009603,0.7510589053338398
FIN1009604,0.8787048659013621
FIN1009605,0.8236102330697003
FIN1009606,0.8277734429848932
FIN1009607,0.7818041581584533
FIN1009608,0.6310084638877858
FIN1009609,0.8361954159673739
FIN1009610,0.749221409672084
FIN1009611,0.8693524065771974
FIN1009612,0.7347994758454213
FIN1009613,0.7842379823163482
FIN1009614,0.8074005758925811
FIN1009615,0.7401064931047323
FIN1009616,0.7456969448403507
FIN1009617,0.8053450018345898
FIN1009618,0.8431233406926263
FIN1009619,0.753723064862313
FIN1009620,0.7056325083351419
FIN1009621,0.7510911083025742
FIN1009622,0.7518743988139924
FIN1009623,0.7396075601972465
FIN1009624,0.7531864069105958
FIN1009625,0.7934981791794279
FIN1009626,0.7320135849890639
FIN1009627,0.6879339618976493
FIN1009628,0.7591897909127763
FIN1009629,0.7749946763282719
FIN1009630,0.8452746589659115
FIN1009631,0.8027444958724925
FIN1009632,0.7720146831304812
FIN1009633,0.7333078419491231
FIN1009634,0.7956464007891362
FIN1009635,0.7186243172018574
FIN1009636,0.7396867749065446
FIN1009637,0.776169485553744
FIN1009638,0.8046734824642516
FIN1009639,0.781382186673627
FIN1009640,0.8142447239977548
FIN1009641,0.7773809590661178
FIN1009642,0.6695960271328407
FIN1009643,0.7690823054447221
FIN1009644,0.7495335342066076
FIN1009645,0.8876273496289512
FIN1009646,0.7385182850380196
FIN1009647,0.7978234546730651
FIN1009648,0.8007354423065116
FIN1009649,0.8225156240778433
FIN1009650,0.719699444387614
FIN1009651,0.7959512775180245
FIN1009652,0.8194625455178353
FIN1009653,0.7525276795564925
FIN1009654,0.7892740758892292
FIN1009655,0.739835268746134
FIN1009656,0.843714013469078
FIN1009657,0.6315795730884823
FIN1009658,0.7843793385147804
FIN1009659,0.7527380221611855
FIN1009660,0.6438877993760596
FIN1009661,0.6092387399293561
FIN1009662,0.6301937541290511
FIN1009663,0.6178200463091298
FIN1009664,0.6160524928367807
FIN1009665,0.6178089697746958
FIN1009666,0.6159284363221347
FIN1009667,0.6249957641920414
FIN1009668,0.6173921358232635
FIN1009669,0.6563766480951391
FIN1009670,0.6433215995426372
FIN1009671,0.7755131138370457
FIN1009672,0.7583353058191892
FIN1009673,0.7501010587180725
FIN1009674,0.6432181823308558
FIN1009675,0.5193165359247018
FIN1009676,0.727975258026247
FIN1009677,0.8482450358666528
FIN1009678,0.7490685325468723
FIN1009679,0.6497389930326464
FIN1009680,0.6331864718018483
FIN1009681,0.6518483742749479
FIN1009682,0.6687514827806927
FIN1009683,0.025054500958729943
FIN1009684,0.7593721503203144
FIN1009685,0.7712567563920502
FIN1009686,0.6468827075186274
FIN1009687,0.6440604938183357
FIN1009688,0.7531713349251579
FIN1009689,0.7805866927974979
FIN1009690,0.7647467588019488
FIN1009691,0.7876044101914608
FIN1009692,0.8303421816188316
FIN1009693,0.7882633001934384
FIN1009694,0.7674060265065328
FIN1009695,0.7880822381696339
FIN1009696,0.5107521876170226
FIN1009697,0.49087086653545703
FIN1009698,0.7696315799161346
FIN1009699,0.7239823232032305
FIN1009700,0.7452148444316654
FIN1009701,0.7159135376063109
FIN1009702,0.7528680667116925
FIN1009703,0.7731645356867742
FIN1009704,0.6384014633792228
FIN1009705,0.7631070045104275
FIN1009706,0.7657041899488969
FIN1009707,0.7027630219362266
FIN1009708,0.7351967204938334
FIN1009709,0.7668524055262074
FIN1009710,0.7584607344786667
FIN1009711,0.6540104603674267
FIN1009712,0.5220602516808082
FIN1009713,0.7475771298227354
FIN1009714,0.7437534005707551
FIN1009715,0.7226626603806998
FIN1009716,0.6640412373696087
FIN1009717,0.8392687009455683
FIN1009718,0.7330066085660576
FIN1009719,0.7362523425717362
FIN1009720,0.7332231312091291
FIN1009721,0.6168864758321061
FIN1009722,0.7972583117305686
FIN1009723,0.7863014093862695
FIN1009724,0.7523914774757635
FIN1009725,0.8406378281105326
FIN1009726,0.7545151104038714
FIN1009727,0.719286292723886
FIN1009728,0.7877940210534584
FIN1009729,0.7973303811802245
FIN1009730,0.7240788131267306
FIN1009731,0.7673459625251229
FIN1009732,0.7794961306888707
FIN1009733,0.7341231157250503
FIN1009734,0.7565742778054669
FIN1009735,0.7377854095569496
FIN1009736,0.8048366183622505
FIN1009737,0.757338593273526
FIN1009738,0.8161808949450633
FIN1009739,0.7522228877303677
FIN1009740,0.7534445060446672
FIN1009741,0.8237077720167538
FIN1009742,0.7614449241270485
FIN1009743,0.7935989724328508
FIN1009744,0.8166366980347507
FIN1009745,0.725453086853257
FIN1009746,0.7494933802532571
FIN1009747,0.7531336095097965
FIN1009748,0.7543124034978486
FIN1009749,0.6788644828206108
FIN1009750,0.7229687169184342
FIN1009751,0.6598637784345258
FIN1009752,0.7637388467736861
FIN1009753,0.7519914160285883
FIN1009754,0.7814338010426454
FIN1009755,0.7338770091847462
FIN1009756,0.7666391935879636
FIN1009757,0.746660603279814
FIN1009758,0.7574534380332897
FIN1009759,0.7607431382664968
FIN1009760,0.7348153741413785
FIN1009761,0.7913235777314996
FIN1009762,0.7111467959553077
FIN1009763,0.7339664679448792
FIN1009764,0.6973609054230459
FIN1009765,0.6295243256441775
FIN1009766,0.6508264062825344
FIN1009767,0.7662638018226694
FIN1009768,0.7733899549592606
FIN1009769,0.8167330732890976
FIN1009770,0.7304282294977615
FIN1009771,0.7802017427528376
FIN1009772,0.7382557123117539
FIN1009773,0.615531241113706
FIN1009774,0.6315748725011427
FIN1009775,0.6311231737089725
FIN1009776,0.6326040072941667
FIN1009777,0.6175366059115092
FIN1009778,0.6161226603329036
FIN1009779,0.7348919818404385
FIN1009780,0.6260645623390858
FIN1009781,0.657558486553722
FIN1009782,0.5736736246286551
FIN1009783,0.6319640337944368
FIN1009784,0.6296074793407854
FIN1009785,0.6357895260626371
FIN1009786,0.6356379418053999
FIN1009787,0.6569184148269817
FIN1009788,0.6082360058857889
FIN1009789,0.6607625343431301
FIN1009790,0.6368817893877311
FIN1009791,0.7575975682485387
FIN1009792,0.6942764930757954
FIN1009793,0.746210232826601
FIN1009794,0.7675509202844855
FIN1009795,0.7535426816567933
FIN1009796,0.8412769700342223
FIN1009797,0.8135621945965916
FIN1009798,0.6839904234968006
FIN1009799,0.6427778016753243
FIN1009800,0.7482287482168634
FIN1009801,0.6939977455518076
FIN1009802,0.5896799190811699
FIN1009803,0.7459237943531534
FIN1009804,0.7160210791079434
FIN1009805,0.5182914272558423
FIN1009806,0.639432321307247
FIN1009807,0.6478609348730402
FIN1009808,0.7459291061740139
FIN1009809,0.6054881285158332
FIN1009810,0.7337827655298823
FIN1009811,0.2050524244842039
FIN1009812,0.7738091259116227
FIN1009813,0.80497279987438
FIN1009814,0.5056638972364338
FIN1009815,0.4958744440485257
FIN1009816,0.4842326912624296
FIN1009817,0.4825314519952665
FIN1009818,0.8172254416108107
FIN1009819,0.776402758005935
FIN1009820,0.7335963720093095
FIN1009821,0.8110390573940207
FIN1009822,0.8090008263295893
FIN1009823,0.7662988700655481
FIN1009824,0.8052782549872695
FIN1009825,0.7315211130918582
FIN1009826,0.8265669606312411
FIN1009827,0.7803330304109509
FIN1009828,0.7273230952860839
FIN1009829,0.300605756540538
FIN1009830,0.694945213456778
FIN1009831,0.7424369549852444
FIN1009832,0.7870187634676273
FIN1009833,0.7833504576283822
FIN1009834,0.7995919423353517
FIN1009835,0.7979799393655412
FIN1009836,0.7658115163320189
FIN1009837,0.7571637285742367
FIN1009838,0.7623803262592911
FIN1009839,0.7905893392628853
FIN1009840,0.7776771101268727
FIN1009841,0.617979363504748
FIN1009842,0.7639747355470433
FIN1009843,0.7375048491563231
FIN1009844,0.7376358901042916
FIN1009845,0.8226972129961669
FIN1009846,0.872184809238737
FIN1009847,0.7153901444422782
FIN1009848,0.7757682785769984
FIN1009849,0.8194262060839289
FIN1009850,0.796091362534247
FIN1009851,0.8113909521919164
FIN1009852,0.7929412547434893
FIN1009853,0.7749817154590781
FIN1009854,0.7508930927863182
FIN1009855,0.7451326450816826
FIN1009856,0.8844196865691871
FIN1009857,0.7538057067678035
FIN1009858,0.8645805792279693
FIN1009859,0.8068364247454715
FIN1009860,0.7592076312358735
FIN1009861,0.776787483167768
FIN1009862,0.7197451828501272
FIN1009863,0.7415222396765138
FIN1009864,0.7723724492283441
FIN1009865,0.8218801463294566
FIN1009866,0.7287309438624502
FIN1009867,0.6762972473925162
FIN1009868,0.5954125820605619
FIN1009869,0.7401599137124931
FIN1009870,0.6303200740280253
FIN1009871,0.663159068179871
FIN1009872,0.6349602965007076
FIN1009873,0.5821041325164665
FIN1009874,0.594023883764333
FIN1009875,0.6274479320638797
FIN1009876,0.7134715873142751
FIN1009877,0.632986839854379
FIN1009878,0.768337073180557
FIN1009879,0.8980581754486403
FIN1009880,0.7824101779255522
FIN1009881,0.7391901592963479
FIN1009882,0.6269466686030103
FIN1009883,0.6550552758005412
FIN1009884,0.6315932416001847
FIN1009885,0.5205019994197726
FIN1009886,0.7783937580235845
FIN1009887,0.8555582295907352
FIN1009888,0.739891512731375
FIN1009889,0.8009898324902084
FIN1009890,0.8120951511118334
FIN1009891,0.7480726532246171
FIN1009892,0.2621584642493716
FIN1009893,0.8176178635041691
FIN1009894,0.6893830617922777
FIN1009895,0.7952508969229112
FIN1009896,0.7865255248790057
FIN1009897,0.7585963763138662
FIN1009898,0.7549939627709872
FIN1009899,0.7907927274169896
FIN1009900,0.7434878869041189
FIN1009901,0.788145335295019
FIN1009902,0.8494015284175438
FIN1009903,0.7926422575784275
FIN1009904,0.7614511608072168
FIN1009905,0.872152674388191
FIN1009906,0.6600485055632853
FIN1009907,0.7985790995953633
FIN1009908,0.8074114580942632
FIN1009909,0.7429485261892037
FIN1009910,0.7268737278632872
FIN1009911,0.8401915209143056
FIN1009912,0.7316255281661909
FIN1009913,0.7544196196826507
FIN1009914,0.7511739851594035
FIN1009915,0.7853383392166717
FIN1009916,0.7225694866490282
FIN1009917,0.7051682134092516
FIN1009918,0.7331237020071694
FIN1009919,0.7463916898308702
FIN1009920,0.7399319656063063
FIN1009921,0.708605733699873
FIN1009922,0.8001346185051103
FIN1009923,0.733227326836434
FIN1009924,0.7222377885817474
FIN1009925,0.7495375944641862
FIN1009926,0.7997197396617317
FIN1009927,0.7745269323687493
FIN1009928,0.822014940313946
FIN1009929,0.709747517804268
FIN1009930,0.7880174443499006
FIN1009931,0.7665091279886879
FIN1009932,0.7693193066157518
FIN1009933,0.7849987384707855
FIN1009934,0.7715480808360198
FIN1009935,0.7778614497516625
FIN1009936,0.7624706583220782
FIN1009937,0.7717011976868056
FIN1009938,0.6627148259582121
FIN1009939,0.6401915285456563
FIN1009940,0.6648134864921913
FIN1009941,0.7464800895300562
FIN1009942,0.7655546193899039
FIN1009943,0.7482494714632231
FIN1009944,0.7206885814550044
FIN1009945,0.7597364019984689
FIN1009946,0.7642874770674852
FIN1009947,0.637177179277266
FIN1009948,0.6131400995312086
FIN1009949,0.656072049262204
FIN1009950,0.586311115436635
FIN1009951,0.6373306332786746
FIN1009952,0.6659548110184174
FIN1009953,0.6637575435310132
FIN1009954,0.6492348838486259
FIN1009955,0.6409437740917243
FIN1009956,0.6588046461879947
FIN1009957,0.47357773090638705
FIN1009958,0.34373058021526004
FIN1009959,0.5088427489024797
FIN1009960,0.35835138307593806
FIN1009961,0.6407225820407537
FIN1009962,0.6162700787733223
FIN1009963,0.7364173992318854
FIN1009964,0.6811285781349234
FIN1009965,0.6230404305044963
FIN1009966,0.6160441480200934
FIN1009967,0.6661630290312719
FIN1009968,0.6795200100887264
FIN1009969,0.8070099433531217
FIN1009970,0.7310926029642639
FIN1009971,0.7855210106186403
FIN1009972,0.7640464789844469
FIN1009973,0.7174763036441905
FIN1009974,0.7413170498171728
FIN1009975,0.5410485456777159
FIN1009976,0.7234908111268344
FIN1009977,0.7695795736123794
FIN1009978,0.7493252744117558
FIN1009979,0.7583859066339228
FIN1009980,0.8182428310384293
FIN1009981,0.7532954197487215
FIN1009982,0.7865242048275759
FIN1009983,0.7838870540636856
FIN1009984,0.8162953266068471
FIN1009985,0.82208566838415
FIN1009986,0.7141968759680073
FIN1009987,0.7629382679989627
FIN1009988,0.7653293160909067
FIN1009989,0.7902223097308831
FIN1009990,0.7520305248381027
FIN1009991,0.6364415324303289
FIN1009992,0.7994074351758857
FIN1009993,0.7086792461364639
FIN1009994,0.7436132599011076
FIN1009995,0.8183175245194805
FIN1009996,0.718180482727441
FIN1009997,0.7299216170264283
FIN1009998,0.7027515878158743
FIN1009999,0.7403488316309683
FIN1010000,0.7240085470881564
FIN1010001,0.7418614885504806
FIN1010002,0.8032425017435766
FIN1010003,0.7600801438603917
FIN1010004,0.6895902789460281
FIN1010005,0.6088586468258101
FIN1010006,0.5510816467697139
FIN1010007,0.4865906969686715
FIN1010008,0.7407282519160655
FIN1010009,0.61475692874223
FIN1010010,0.6085678349447347
FIN1010011,0.6290891160907838
FIN1010012,0.6051716019263067
FIN1010013,0.6741970722775351
FIN1010014,0.5894198804124339
FIN1010015,0.6692408838607584
FIN1010016,0.6271518669630106
FIN1010017,0.685223026228411
FIN1010018,0.5527640819360496
FIN1010019,0.6210230962627815
FIN1010020,0.6066384718319768
FIN1010021,0.6157446767088994
FIN1010022,0.6074573787233261
FIN1010023,0.7162199205553667
FIN1010024,0.8049813850917631
FIN1010025,0.726456314189452
FIN1010026,0.7314824343390643
FIN1010027,0.7380355819717753
FIN1010028,0.5917131686041266
FIN1010029,0.6424429279959816
FIN1010030,0.6538649006985554
FIN1010031,0.5820337886068376
FIN1010032,0.6362626976469085
FIN1010033,0.5988175364472684
FIN1010034,0.6749597062901758
FIN1010035,0.7704817342041378
FIN1010036,0.7171953925659491
FIN1010037,0.2815226040303854
FIN1010038,0.49735738469981483
FIN1010039,0.7492092143391546
FIN1010040,0.5692826311030715
FIN1010041,0.7390186981352983
FIN1010042,0.7156885292921767
FIN1010043,0.7568964517247179
FIN1010044,0.6622582969106854
FIN1010045,0.5730948723052545
FIN1010046,0.5851682277460087
FIN1010047,0.583224725647031
FIN1010048,0.6337093012096516
FIN1010049,0.6798248633381241
FIN1010050,0.6017553523907657
FIN1010051,0.6350259448123956
FIN1010052,0.02566311624227098
FIN1010053,0.7446805666268623
FIN1010054,0.7954031341358283
FIN1010055,0.7624080860797746
FIN1010056,0.7733429377108285
FIN1010057,0.8581487351193603
FIN1010058,0.7705193285960481
FIN1010059,0.784319021913845
FIN1010060,0.7623639944352485
FIN1010061,0.7103976150680288
FIN1010062,0.870193283394738
FIN1010063,0.7712266892144937
FIN1010064,0.6781695912335682
FIN1010065,0.81985021944024
FIN1010066,0.8167565146528404
FIN1010067,0.7523540447239937
FIN1010068,0.7623398658062559
FIN1010069,0.7712839468089329
FIN1010070,0.7786684139969499
FIN1010071,0.8197534935315409
FIN1010072,0.8105949379402689
FIN1010073,0.6967912489173953
FIN1010074,0.7229308711456683
FIN1010075,0.8064223023811341
FIN1010076,0.7751689234408561
FIN1010077,0.7984228655807855
FIN1010078,0.7787189406255826
FIN1010079,0.7811976358270777
FIN1010080,0.7914104147368873
FIN1010081,0.8281646965325202
FIN1010082,0.7791513190351614
FIN1010083,0.7738785193971995
FIN1010084,1.0
FIN1010085,0.7753289120697964
FIN1010086,0.7342080528467385
FIN1010087,0.6356142678026468
FIN1010088,0.7356723577944977
FIN1010089,0.7536396856156165
FIN1010090,0.6154965845662371
FIN1010091,0.7781840116262511
FIN1010092,0.7553478970571524
FIN1010093,0.6763838962928197
FIN1010094,0.642404128590374
FIN1010095,0.6790877081037165
FIN1010096,0.6600295237257634
FIN1010097,0.6277802727699624
FIN1010098,0.6508226541576774
FIN1010099,0.7609798560424123
FIN1010100,0.7577220860533141
FIN1010101,0.7279825389133947
FIN1010102,0.6645289709217492
FIN1010103,0.528220852168829
FIN1010104,0.4911830847230742
FIN1010105,0.8241685221992838
FIN1010106,0.5469524545927953
FIN1010107,0.7784224403588047
FIN1010108,0.2305221688295398
FIN1010109,0.7069122644001758
FIN1010110,0.7806711053688564
FIN1010111,0.7472732311783714
FIN1010112,0.7438181570669484
FIN1010113,0.7778733723506895
FIN1010114,0.7303793861710972
FIN1010115,0.7794649498318678
FIN1010116,0.7570355250117667
FIN1010117,0.7632768121447361
FIN1010118,0.7441848873064191
FIN1010119,0.4863616815791124
FIN1010120,0.8474239874762696
FIN1010121,0.8160471616946544
FIN1010122,0.7806975108299243
FIN1010123,0.8481982565771775
FIN1010124,0.7813361880274032
FIN1010125,0.7365931414293451
FIN1010126,0.8086690038786227
FIN1010127,0.7575722551188733
FIN1010128,0.7361820693412612
FIN1010129,0.7609529101704773
FIN1010130,0.7317208498206849
FIN1010131,0.7821525012391113
FIN1010132,0.7975342720253007
FIN1010133,0.7515796888520024
FIN1010134,0.7702642796924908
FIN1010135,0.7597729093424458
FIN1010136,0.8253305931542286
FIN1010137,0.8445520852774686
FIN1010138,0.7502483476115561
FIN1010139,0.7503863291394213
FIN1010140,0.8044143254989562
FIN1010141,0.8265186885594789
FIN1010142,0.8302680201040658
FIN1010143,0.7537801697639139
FIN1010144,0.8691060411177653
FIN1010145,0.8252316238352777
FIN1010146,0.48100899860095414
FIN1010147,0.5075216904539732
FIN1010148,0.7815162206614211
FIN1010149,0.6934763567491323
FIN1010150,0.6333821408516976
FIN1010151,0.6612193982797632
FIN1010152,0.8010532230056985
FIN1010153,0.730186034529755
FIN1010154,0.6709392957129277
FIN1010155,0.6354826821101607
FIN1010156,0.7046977413153528
FIN1010157,0.5861198914997063
FIN1010158,0.5983934599169326
FIN1010159,0.5152418398603994
FIN1010160,0.4808627118749151
FIN1010161,0.4852817276902442
FIN1010162,0.8128624535379307
FIN1010163,0.4911139993031445
FIN1010164,0.7347682271204925
FIN1010165,0.6610488655643496
FIN1010166,0.6304351073157006
FIN1010167,0.6172222632810648
FIN1010168,0.5922682928453642
FIN1010169,0.5908258197291653
FIN1010170,0.8481097950327913
FIN1010171,0.7934141626625257
FIN1010172,0.8015541079802166
FIN1010173,0.7864365378429984
FIN1010174,0.8023476361193457
FIN1010175,0.6302180557668043
FIN1010176,0.7299017750019603
